Skill,Word
"Passive: Pa'ul, Pu'al and Huf'al",המשותף
"Passive: Pa'ul, Pu'al and Huf'al",מסודר
"Passive: Pa'ul, Pu'al and Huf'al",מסודרת
"Passive: Pa'ul, Pu'al and Huf'al",משוכנע
"Passive: Pa'ul, Pu'al and Huf'al",מסודרים
"Passive: Pa'ul, Pu'al and Huf'al",המקובלת
"Passive: Pa'ul, Pu'al and Huf'al",מסוימים
"Passive: Pa'ul, Pu'al and Huf'al",משותפת
"Passive: Pa'ul, Pu'al and Huf'al",משוכנעים
"Passive: Pa'ul, Pu'al and Huf'al",מסוימות
"Passive: Pa'ul, Pu'al and Huf'al",ממולא
"Passive: Pa'ul, Pu'al and Huf'al",מקובל
"Passive: Pa'ul, Pu'al and Huf'al",ממולאת
"Passive: Pa'ul, Pu'al and Huf'al",מעורבבים
"Passive: Pa'ul, Pu'al and Huf'al",מנוסֶה
"Passive: Pa'ul, Pu'al and Huf'al",מבושל
"Passive: Pa'ul, Pu'al and Huf'al",המשונֶה
"Passive: Pa'ul, Pu'al and Huf'al",מעורבבות
"Passive: Pa'ul, Pu'al and Huf'al",מנוסות
"Passive: Pa'ul, Pu'al and Huf'al",משונָה
"Passive: Pa'ul, Pu'al and Huf'al",בכמה
"Passive: Pa'ul, Pu'al and Huf'al",מבוזבז
"Passive: Pa'ul, Pu'al and Huf'al",מדובר
"Passive: Pa'ul, Pu'al and Huf'al",מבוזבזת
"Passive: Pa'ul, Pu'al and Huf'al",מנוסָה
"Passive: Pa'ul, Pu'al and Huf'al",משונֶה
"Passive: Pa'ul, Pu'al and Huf'al",מעורבב
"Passive: Pa'ul, Pu'al and Huf'al",זכורים
"Passive: Pa'ul, Pu'al and Huf'al",הצפויה
"Passive: Pa'ul, Pu'al and Huf'al",שמורות
"Passive: Pa'ul, Pu'al and Huf'al",השמורות
"Passive: Pa'ul, Pu'al and Huf'al",קנויה
"Passive: Pa'ul, Pu'al and Huf'al",ידוע
"Passive: Pa'ul, Pu'al and Huf'al",חתוכה
"Passive: Pa'ul, Pu'al and Huf'al",החתוך
"Passive: Pa'ul, Pu'al and Huf'al",חתוכים
"Passive: Pa'ul, Pu'al and Huf'al",הזכורים
"Passive: Pa'ul, Pu'al and Huf'al",קנוי
"Passive: Pa'ul, Pu'al and Huf'al",נגוע
"Passive: Pa'ul, Pu'al and Huf'al",הנגועים
"Passive: Pa'ul, Pu'al and Huf'al",זכור
"Passive: Pa'ul, Pu'al and Huf'al",קנויים
"Passive: Pa'ul, Pu'al and Huf'al",צפויה
Pronouns: Reflexive,עצמכן
Pronouns: Reflexive,לעצמנו
Pronouns: Reflexive,עצמכם
Pronouns: Reflexive,לעצמם
Pronouns: Reflexive,עצמן
Pronouns: Reflexive,עצמם
Pronouns: Reflexive,בעצמכן
Pronouns: Reflexive,עצמנו
"Passive: Pa'ul, Pu'al and Huf'al",שבורים
"Passive: Pa'ul, Pu'al and Huf'al",אכולה
"Passive: Pa'ul, Pu'al and Huf'al",שבורות
"Passive: Pa'ul, Pu'al and Huf'al",קשורות
"Passive: Pa'ul, Pu'al and Huf'al",כתובות
"Passive: Pa'ul, Pu'al and Huf'al",הרצויה
"Passive: Pa'ul, Pu'al and Huf'al",האהובה
"Passive: Pa'ul, Pu'al and Huf'al",רצוי
"Passive: Pa'ul, Pu'al and Huf'al",עשוי
"Passive: Pa'ul, Pu'al and Huf'al",אהוב
"Passive: Pa'ul, Pu'al and Huf'al",האהובות
"Passive: Pa'ul, Pu'al and Huf'al",כתוב
"Passive: Pa'ul, Pu'al and Huf'al",שבור
"Passive: Pa'ul, Pu'al and Huf'al",קשור
"Passive: Pa'ul, Pu'al and Huf'al",אכול
Pronouns: Reflexive,מעצמךְ
Pronouns: Reflexive,מעצמי
Pronouns: Reflexive,בעצמךְ
Pronouns: Reflexive,עצמךְ
Pronouns: Reflexive,עצמה
Pronouns: Reflexive,עצמי
Pronouns: Reflexive,בעצמו
Pronouns: Reflexive,בעצמךָ
Pronouns: Reflexive,לעצמךָ
Pronouns: Reflexive,עצמו
Verbs: Future Active 1,אתנצל
Verbs: Future Active 1,אצטרף
Verbs: Future Active 1,יתקלחו
Verbs: Future Active 1,תתכונן
Verbs: Future Active 1,תבואי
Verbs: Future Active 1,תצטרף
Verbs: Future Active 1,ונתכונן
Verbs: Future Active 1,יבואו
Verbs: Future Active 1,יתנצלו
Verbs: Future Active 1,יתעלם
Verbs: Future Active 1,יתעלמו
Verbs: Future Active 1,יתכוננו
Verbs: Future Active 1,יצטרפו
Verbs: Future Active 1,יתחבר
Verbs: Future Active 1,תתנצל
Verbs: Future Active 1,שנתקלח
Verbs: Future Active 1,כשתבואו
Verbs: Future Active 1,יתחברו
Verbs: Future Active 1,יתגעגעו
Verbs: Future Active 1,אתקשר
Verbs: Future Active 1,אתקרב
Verbs: Future Active 1,כשאסתכל
Verbs: Future Active 1,ישתמשו
Verbs: Future Active 1,אשתמש
Verbs: Future Active 1,תסתכל
Verbs: Future Active 1,ישתמש
Verbs: Future Active 1,אסתכל
Verbs: Future Active 1,תתקרב
Verbs: Future Active 1,ישתנה
Verbs: Future Active 1,תשתנה
Verbs: Future Active 1,יתקרב
Verbs: Future Active 1,יתקשרו
Verbs: Future Active 1,תסכים
Verbs: Future Active 1,יהיו לנו
Verbs: Future Active 1,יסכימו
Verbs: Future Active 1,יסכים
Verbs: Future Active 1,תחליט
Verbs: Future Active 1,אחליט
Verbs: Future Active 1,יהיו לה
Verbs: Future Active 1,נשלח
Verbs: Future Active 1,יזמין
Verbs: Future Active 1,אשלח
Verbs: Future Active 1,יבינו
Verbs: Future Active 1,אזמין
Verbs: Future Active 1,ישלחו
Verbs: Future Active 1,יזכיר
Verbs: Future Active 1,יבין
Verbs: Future Active 1,אזכיר
Verbs: Future Active 1,יזכירו
Verbs: Future Active 1,יהיו לי
Verbs: Future Active 1,יתחיל
Verbs: Future Active 1,תהיה לךָ
Verbs: Future Active 1,תהיה לו
Verbs: Future Active 1,יקשיב
Verbs: Future Active 1,תקשיב
Verbs: Future Active 1,אגיע
Verbs: Future Active 1,תגיד
Verbs: Future Active 1,יגיעו
Verbs: Future Active 1,יסביר
Verbs: Future Active 1,אסביר
Verbs: Future Active 1,אקשיב
Verbs: Future Active 1,יַראה
Verbs: Future Active 1,תסביר
Verbs: Future Active 1,נַראה
Verbs: Future Active 1,אגיד
Verbs: Future Active 1,תַראי
Verbs: Future Active 1,אתחיל
Verbs: Future Active 1,תהיה לכם
Verbs: Future Active 1,יאשרו
Verbs: Future Active 1,יבקרו
Verbs: Future Active 1,תחפשי
Verbs: Future Active 1,נדבר
Verbs: Future Active 1,אחפש
Verbs: Future Active 1,תדברי
Verbs: Future Active 1,יהיה לי
Verbs: Future Active 1,אדבר
Verbs: Future Active 1,שהן
Verbs: Future Active 1,יהיה להם
Verbs: Future Active 1,אבקר
Verbs: Future Active 1,יהיה לנו
Verbs: Future Active 1,תהיינה
Verbs: Future Active 1,יאשר
Emergency!,אזעקה
Emergency!,האזעקה
Emergency!,נופלת
Emergency!,עזרה ראשונה
Emergency!,טובעת
Emergency!,טובע
Emergency!,נפלתי
Emergency!,כששומעים
Verbs: Future Active 1,ישנֵה
Verbs: Future Active 1,אשנה
Verbs: Future Active 1,תפספס
Verbs: Future Active 1,ישנו
Verbs: Future Active 1,יבחר
Verbs: Future Active 1,תשלם
Verbs: Future Active 1,תהיו
Verbs: Future Active 1,אנסה
Verbs: Future Active 1,יהיו
Verbs: Future Active 1,יבחרו
Verbs: Future Active 1,ישלם
Verbs: Future Active 1,ישלמו
Verbs: Future Active 1,תנסה
Verbs: Future Active 1,יפספסו
Verbs: Future Active 1,אבחר
Adjectives 3,שלמה
Adjectives 3,רשמי
Emergency!,השריפה
Emergency!,מסוכנים
Emergency!,פיצוץ
Emergency!,מתחשמל
Emergency!,מסוכן
Emergency!,מתחשמלים
Emergency!,הפיצוץ
Emergency!,שריפה
Verbs: Future Active 1,ילך
Verbs: Future Active 1,תאהב
Verbs: Future Active 1,ילכו
Verbs: Future Active 1,אעמוד
Verbs: Future Active 1,נעמוד
Verbs: Future Active 1,לעולם
Verbs: Future Active 1,נהיה
Verbs: Future Active 1,יתן
Verbs: Future Active 1,תיתן
Verbs: Future Active 1,תעמוד
Verbs: Future Active 1,אלך
Verbs: Future Active 1,יאהב
Verbs: Future Active 1,נאהב
Emergency!,במצוקה
Emergency!,פצוע
Emergency!,מתעלפת
Emergency!,בתאונה
Emergency!,מתעלף
Emergency!,פצועים
Emergency!,התאונה
Emergency!,הכרה
Adjectives 2,שגויה
Verbs: Future Active 1,יראה
Verbs: Future Active 1,יראו
Verbs: Future Active 1,ישמע
Verbs: Future Active 1,תעשו
Verbs: Future Active 1,יחשוב
Verbs: Future Active 1,תעשי
Verbs: Future Active 1,יהיה
Verbs: Future Active 1,יעשה
Verbs: Future Active 1,תהיי
Verbs: Future Active 1,תשמע
Verbs: Future Active 1,תחשוב
Verbs: Future Active 1,אשמע
Verbs: Future Active 1,נראה
Emergency!,החובשת
Emergency!,חובשת
Emergency!,מקרה חירום
Emergency!,במגן דוד אדום
Emergency!,לכודים
Emergency!,הלכוד
Emergency!,חובש
Emergency!,מבצעת
Emergency!,מבצע
Emergency!,ההחייאה
Emergency!,מבצעים
Emergency!,לכוד
Emergency!,החייאה
Emergency!,במקרה חירום
Emergency!,החובש
Emergency!,החובשים
Emergency!,מגן דוד אדום
Verbs: Future Active 1,כשאהיה
Verbs: Future Active 1,יאכל
Verbs: Future Active 1,תשתה
Verbs: Future Active 1,העתיד
Verbs: Future Active 1,אוכָל
Verbs: Future Active 1,ישתה
Verbs: Future Active 1,תשתו
Verbs: Future Active 1,אהיה
Verbs: Future Active 1,אכתוב
Verbs: Future Active 1,אשחה
Verbs: Future Active 1,תכתוב
Verbs: Future Active 1,ועתיד
Verbs: Future Active 1,יאכלו
Verbs: Future Active 1,תשחי
Verbs: Future Active 1,נשחה
Verbs: Future Active 1,תהיה
Emergency!,מחלצת
Emergency!,הכבאי
Emergency!,הצילו
Emergency!,מחלצים
Emergency!,זהירות
Emergency!,הכבאים
Emergency!,מחלץ
Emergency!,העזרה
Emergency!,עזרה
Emergency!,חילוץ
Emergency!,החילוץ
Emergency!,כבאי
Imperative 1,השתמשו
Imperative 1,התעלמי
Imperative 1,התכונן
Imperative 1,מהספר
Imperative 1,הסתפר
Imperative 1,השתמש
Imperative 1,התכונני
Imperative 1,התכוננו
Imperative 1,השתמשי
Imperative 1,התעלמו
Imperative 1,התפללו
Imperative 1,ממה
Imperative 1,התפללי
Imperative 1,הסתפרו
Imperative 1,הסתפרי
Abstract Objects 1,סוף
Abstract Objects 1,ההחלטה
Abstract Objects 1,השיא
Abstract Objects 1,הסוף
Abstract Objects 1,השיאים
Abstract Objects 1,הקצה
Abstract Objects 1,התחלה
Abstract Objects 1,מהחושך
Abstract Objects 1,חושך
Abstract Objects 1,החלטה
Abstract Objects 1,ההתחלה
Abstract Objects 1,ההתחלות
Abstract Objects 1,שיא
Abstract Objects 1,חלופה
Imperative 1,התחברו
Imperative 1,הצטרפי
Imperative 1,התחבא
Imperative 1,הסתכלו
Imperative 1,התקרבו
Imperative 1,התקרב
Imperative 1,התחבר
Imperative 1,התחברי
Imperative 1,הסתכלי
Imperative 1,התקלח
Imperative 1,התחבאי
Imperative 1,הצטרף
Imperative 1,התקלחו
Imperative 1,הציגו
Imperative 1,החליפי
Imperative 1,הוסיפי
Imperative 1,הַזמינו
Imperative 1,הזמֵן
Imperative 1,הצג
Imperative 1,הזמיני
Imperative 1,החלף
Imperative 1,הזכר
Imperative 1,החליטי
Imperative 1,הציגי
Imperative 1,הוסף
Imperative 1,הזכירי
Abstract Objects 1,פרס
Abstract Objects 1,הקדמה
Abstract Objects 1,הנושא
Abstract Objects 1,ההקדמה
Abstract Objects 1,מנוחה
Abstract Objects 1,הכוונה
Abstract Objects 1,נושא
Abstract Objects 1,כוונה
Abstract Objects 1,ציונים
Abstract Objects 1,כוונות
Abstract Objects 1,הציון
Abstract Objects 1,העניין
Abstract Objects 1,הצלחה
Abstract Objects 1,ברירה
Abstract Objects 1,תפקיד
Abstract Objects 1,עניין
Abstract Objects 1,כישלון
Abstract Objects 1,הקול
Abstract Objects 1,קול
Abstract Objects 1,משבר
Abstract Objects 1,משברים
Abstract Objects 1,ההצלחה
Abstract Objects 1,התפקיד
Abstract Objects 1,הכישלון
Adjectives 3,נדיר
Imperative 1,הרגישי
Imperative 1,התחילי
Imperative 1,התחל
Imperative 1,החזירי
Imperative 1,הקשיבו
Imperative 1,החזר
Imperative 1,הרגישו
Imperative 1,האמיני
Imperative 1,הראֵה
Imperative 1,הַאמינו
Imperative 1,האמֵן
Imperative 1,הקשב
Imperative 1,הרגש
Imperative 1,הראי
Imperative 1,רחמו
Imperative 1,למד
Imperative 1,ערבבו
Imperative 1,רחם
Imperative 1,חכי
Imperative 1,צלמי
Imperative 1,ברכי
Imperative 1,ברך
Imperative 1,צלמו
Imperative 1,ערבב
Imperative 1,חכו
Imperative 1,סַיימי
Abstract Objects 1,מצב
Abstract Objects 1,יציאות
Abstract Objects 1,למצב
Abstract Objects 1,תקווה
Abstract Objects 1,משאלות
Abstract Objects 1,הזדמנויות
Abstract Objects 1,ההשפעה
Abstract Objects 1,משאלה
Abstract Objects 1,הכניסה
Abstract Objects 1,השפעה
Abstract Objects 1,הזדמנות
Abstract Objects 1,היציאה
Languages,פסיק
Languages,נקודה
Languages,פסיקים
Languages,דובר
Languages,השורה
Languages,נקודות
Languages,הפסקה
Languages,דוברת
Languages,שפת האם
Languages,שורות
Languages,בשורה
Languages,בפסקה
Imperative 1,תקנו
Imperative 1,נסה
Imperative 1,סמני
Imperative 1,חפשו
Imperative 1,קבל
Imperative 1,תקני
Imperative 1,דבר
Imperative 1,סמן
Imperative 1,חפשי
Imperative 1,נסו
Imperative 1,תקן
Imperative 1,חפש
Imperative 1,באהבה
Abstract Objects 1,במבנה
Abstract Objects 1,פתרון
Abstract Objects 1,תורי
Abstract Objects 1,מבנה
Abstract Objects 1,מההסכם
Abstract Objects 1,תגובה
Abstract Objects 1,ייצור
Abstract Objects 1,ההסכם
Abstract Objects 1,הגנה
Abstract Objects 1,להסכם
Abstract Objects 1,ההגנה
Abstract Objects 1,הייצור
Abstract Objects 1,התגובות
Abstract Objects 1,תור
Abstract Objects 1,הביצועים
Abstract Objects 1,מהביצועים
Abstract Objects 1,התוצאה
Abstract Objects 1,אפשרויות
Abstract Objects 1,בעיה
Abstract Objects 1,הפעילות
Abstract Objects 1,לפעילות
Abstract Objects 1,תוצאות
Abstract Objects 1,בעיות
Abstract Objects 1,בצד
Abstract Objects 1,ביצועים
Abstract Objects 1,אפשרות
Abstract Objects 1,הצדדים
Abstract Objects 1,כתוצאה
Languages,פעלים
Languages,שם העצם
Languages,נוטֶה
Languages,שם תואר
Languages,נוטָה
Languages,יידיש
Languages,שם התואר
Languages,שם עצם
Languages,אספרנטו
Languages,ביידיש
Languages,פועַל
Imperative 1,שלחי
Imperative 1,שכחי
Imperative 1,שכח
Imperative 1,צאו
Imperative 1,צפה
Imperative 1,צא
Imperative 1,שלח
Imperative 1,שתו
Imperative 1,צפי
Imperative 1,שבו
Imperative 1,שבי
Imperative 1,וצפו
Imperative 1,שתה
Abstract Objects 1,הציוד
Abstract Objects 1,תוכן
Abstract Objects 1,קטגורייה
Abstract Objects 1,לקטגורייה
Abstract Objects 1,התיאור
Abstract Objects 1,התוכן
Abstract Objects 1,תיאור
Abstract Objects 1,הערך
Abstract Objects 1,תמונת פרופיל
Abstract Objects 1,ציוד
Abstract Objects 1,מהתוכן
Abstract Objects 1,התמונה
Abstract Objects 1,הקטגורייה
Languages,פולנית
Languages,בהינדי
Languages,בבלשנות
Languages,לבלשנים
Languages,מהאירית
Languages,בלשנות
Languages,הפולנית
Languages,ופולנית
Languages,הונגרית
Languages,הינדי
Languages,בלשן
Languages,אירית
Abstract Objects 1,משליטה
Abstract Objects 1,הרמה
Abstract Objects 1,רמה
Abstract Objects 1,חשבון
Abstract Objects 1,רעש
Abstract Objects 1,שליטה
Abstract Objects 1,החשבון
Abstract Objects 1,פרופיל
Abstract Objects 1,הפרופיל
Abstract Objects 1,השיחה
Abstract Objects 1,בשליטה
Languages,לעברית
Languages,המשפט
Languages,יוונית
Languages,בערבית
Languages,משפטים
Languages,ערבית
Languages,ביוונית
Languages,יפנית
Languages,אות
Languages,אותיות
Languages,צ'כית
Imperative 1,קנה
Imperative 1,וטוס
Imperative 1,פתח
Imperative 1,דעו
Imperative 1,שימו
Imperative 1,דעי
Imperative 1,פתחי
Imperative 1,קחו
Imperative 1,קח
Imperative 1,עצרי
Imperative 1,טוסו
Imperative 1,דע
Imperative 1,עצור
Imperative 1,שים
Imperative 1,שימי
Imperative 1,טוסי
Imperative 1,קני
Abstract Objects 1,בגרסה
Abstract Objects 1,מהקבוצה
Abstract Objects 1,העיצוב
Abstract Objects 1,סוג
Abstract Objects 1,במקרה
Abstract Objects 1,עיצוב
Abstract Objects 1,מהסוג
Abstract Objects 1,קבוצה
Abstract Objects 1,שינוי
Abstract Objects 1,המקרה
Abstract Objects 1,הגרסאות
Abstract Objects 1,מקרה
Abstract Objects 1,הגירסה
Imperative 1,רוצי
Imperative 1,לך
Imperative 1,תנו
Imperative 1,לכי
Imperative 1,בואי
Imperative 1,תן
Imperative 1,עשֵה
Imperative 1,רוצו
Imperative 1,שמור
Imperative 1,עזורנה
Imperative 1,בואו
Imperative 1,לכו
Imperative 1,שמרי
Imperative 1,רוץ
Imperative 1,עזור
Imperative 1,שמרו
Abstract Objects 1,פקודה
Abstract Objects 1,השקפה
Abstract Objects 1,החלק
Abstract Objects 1,לפקודות
Abstract Objects 1,המערכת
Abstract Objects 1,שירות
Abstract Objects 1,ברשימה
Abstract Objects 1,מערכת
Abstract Objects 1,חלק
Abstract Objects 1,החלקים
Abstract Objects 1,מההשקפה
Abstract Objects 1,הרשימה
Abstract Objects 1,השירות
Languages,בפורטוגזית
Languages,לאיטלקית
Languages,דנית
Languages,בשוודית
Languages,במילון
Languages,שוודית
Languages,מילון
Languages,המילון
Languages,איטלקית
Languages,הולנדית
Languages,פורטוגזית
Languages,הדנית
Clothing,המעיל
Languages,רוסית
Languages,שפות
Languages,סינית
Languages,צרפתית
Languages,גרמנית
Languages,ספרדית
Languages,שפה
Verbs: Present Reflexive - Hitpa'el,מתעלמת
Verbs: Present Reflexive - Hitpa'el,מתבלבלים
Verbs: Present Reflexive - Hitpa'el,מתראֶה
Verbs: Present Reflexive - Hitpa'el,להתעמל
Verbs: Present Reflexive - Hitpa'el,מתנצל
Verbs: Present Reflexive - Hitpa'el,מתנצלת
Verbs: Present Reflexive - Hitpa'el,מתפללים
Verbs: Present Reflexive - Hitpa'el,מתראָה
Verbs: Present Reflexive - Hitpa'el,מתראים
Verbs: Present Reflexive - Hitpa'el,מתמודדת
Verbs: Present Reflexive - Hitpa'el,מתפללת
Verbs: Present Reflexive - Hitpa'el,מתמודד
Verbs: Present Reflexive - Hitpa'el,מתפלל
Verbs: Present Reflexive - Hitpa'el,מתבלבל
Adjectives 3,חודשי
Adjectives 3,יומי
Adjectives 3,אישי
Adjectives 3,השנתי
Adjectives 3,גרועה
Adjectives 3,שבועי
Adjectives 3,נפלאים
Adjectives 3,נפלא
Adjectives 3,החודשי
Adjectives 3,היומי
Adjectives 3,אישית
Adjectives 3,השבועית
Adjectives 3,מרשימה
Adjectives 3,אישיים
Adjectives 3,גרוע
Verbs: Present Reflexive - Hitpa'el,מתחבר
Verbs: Present Reflexive - Hitpa'el,מתנתקים
Verbs: Present Reflexive - Hitpa'el,מתחברים
Verbs: Present Reflexive - Hitpa'el,מתייעצת
Verbs: Present Reflexive - Hitpa'el,מתייעצים
Verbs: Present Reflexive - Hitpa'el,מצטרף
Verbs: Present Reflexive - Hitpa'el,מתאחדים
Verbs: Present Reflexive - Hitpa'el,מתנתק
Verbs: Present Reflexive - Hitpa'el,מתכוננים
Verbs: Present Reflexive - Hitpa'el,מתכונן
Verbs: Present Reflexive - Hitpa'el,מתייעץ
Verbs: Present Reflexive - Hitpa'el,מתאחדות
Verbs: Present Reflexive - Hitpa'el,מתנתקת
Verbs: Present Reflexive - Hitpa'el,מצטרפים
Verbs: Present Reflexive - Hitpa'el,משתכרת
Verbs: Present Reflexive - Hitpa'el,משתנֶה
Verbs: Present Reflexive - Hitpa'el,אחד עם השני
Verbs: Present Reflexive - Hitpa'el,משתכרים
Verbs: Present Reflexive - Hitpa'el,משתנָה
Verbs: Present Reflexive - Hitpa'el,מתאוששים
Verbs: Present Reflexive - Hitpa'el,מתאוששות
Verbs: Present Reflexive - Hitpa'el,משתכר
Verbs: Present Reflexive - Hitpa'el,מתחבאים
Verbs: Present Reflexive - Hitpa'el,מתחבא
Verbs: Present Reflexive - Hitpa'el,מתאושש
Verbs: Present Reflexive - Hitpa'el,אחת מהשניה
Verbs: Present Reflexive - Hitpa'el,אחד את השניה
Verbs: Present Reflexive - Hitpa'el,מתגעגע
Verbs: Present Reflexive - Hitpa'el,מסתיים
Verbs: Present Reflexive - Hitpa'el,מתחמם
Verbs: Present Reflexive - Hitpa'el,מסתובבת
Verbs: Present Reflexive - Hitpa'el,מזדקן
Verbs: Present Reflexive - Hitpa'el,מזדקנות
Verbs: Present Reflexive - Hitpa'el,מסתובבים
Verbs: Present Reflexive - Hitpa'el,מסתובב
Verbs: Present Reflexive - Hitpa'el,מתגעגעת
Verbs: Present Reflexive - Hitpa'el,מתחממים
Verbs: Present Reflexive - Hitpa'el,מתקרר
Verbs: Present Reflexive - Hitpa'el,מזדקנים
Verbs: Present Reflexive - Hitpa'el,מסתיימת
Objects,באבקה
Objects,הקניות
Objects,רומן
Objects,המסרק
Objects,מתנה
Objects,הגדר
Objects,הנר
Objects,מתנות
Objects,הרומן
Objects,מהגדר
Objects,מסרק
Objects,אבקה
Objects,האבקה
Objects,נרות
Adjectives 3,מרתקת
Adjectives 3,מרתקים
Adjectives 3,בריאים
Adjectives 3,בריא
Adjectives 3,העליון
Adjectives 3,מרתק
Adjectives 3,מוזר
Adjectives 3,התחתון
Adjectives 3,עתיק
Adjectives 3,התחתונה
Adjectives 3,עולמי
Adjectives 3,העתיק
Adjectives 3,עולמית
Adjectives 3,העליונה
Objects,חתיכה
Objects,הדגל
Objects,הנייר
Objects,החתיכה
Objects,בנייר
Objects,מנועים
Objects,שרשראות
Objects,השרשרת
Objects,המנוע
Objects,חוטים
Objects,החוט
Objects,שרשרת
Objects,חתיכות
Adjectives 3,צר
Adjectives 3,בטוח
Adjectives 3,טריים
Adjectives 3,טרי
Adjectives 3,הבודדים
Adjectives 3,עבים
Adjectives 3,רחב
Adjectives 3,עבָה
Adjectives 3,הבודד
Adjectives 3,בטוחה
Adjectives 3,הרחבה
Adjectives 3,הצר
Adjectives 3,חד
Adjectives 3,בודדים
Adjectives 3,רחבות
Adjectives 3,טרייה
Verbs: Present Reflexive - Hitpa'el,מתאמנים
Verbs: Present Reflexive - Hitpa'el,מתגברות
Verbs: Present Reflexive - Hitpa'el,ומתחזקים
Verbs: Present Reflexive - Hitpa'el,מתאמן
Verbs: Present Reflexive - Hitpa'el,מתגברת
Verbs: Present Reflexive - Hitpa'el,מתקרבת
Verbs: Present Reflexive - Hitpa'el,מתאמנת
Verbs: Present Reflexive - Hitpa'el,מתחנכים
Verbs: Present Reflexive - Hitpa'el,מתחנן
Verbs: Present Reflexive - Hitpa'el,מתקרבים
Verbs: Present Reflexive - Hitpa'el,מתגבר
Verbs: Present Reflexive - Hitpa'el,מתחזקים
Verbs: Present Reflexive - Hitpa'el,מתקרב
Verbs: Present Reflexive - Hitpa'el,מתחזק
Verbs: Present Reflexive - Hitpa'el,מתחנך
Verbs: Present Reflexive - Hitpa'el,מתחננים
Objects,המכונה
Objects,במחבת
Objects,עצמים
Objects,מכונה
Objects,מחבת
Objects,השורשים
Objects,הספוג
Objects,ספלים
Objects,ספוג
Objects,העצם
Objects,שורשים
Objects,מכונות
Verbs: Present Reflexive - Hitpa'el,מתקלח
Verbs: Present Reflexive - Hitpa'el,משתמשים
Verbs: Present Reflexive - Hitpa'el,מתקשרים
Verbs: Present Reflexive - Hitpa'el,מתקשרת
Verbs: Present Reflexive - Hitpa'el,מסתכלים
Verbs: Present Reflexive - Hitpa'el,מסתפר
Verbs: Present Reflexive - Hitpa'el,מסתפרות
Verbs: Present Reflexive - Hitpa'el,מסתכל
Verbs: Present Reflexive - Hitpa'el,משתמש
Verbs: Present Reflexive - Hitpa'el,משתמשת
Verbs: Present Reflexive - Hitpa'el,מתגלח
Verbs: Present Reflexive - Hitpa'el,מסתפרת
Verbs: Present Reflexive - Hitpa'el,מתגלחים
Verbs: Present Reflexive - Hitpa'el,מתקשר
Verbs: Present Reflexive - Hitpa'el,מתקלחים
Adjectives 3,עמוק
Adjectives 3,מוכן
Adjectives 3,הראשית
Adjectives 3,הדתי
Adjectives 3,דתיים
Adjectives 3,דתי
Adjectives 3,העמוק
Adjectives 3,טהורה
Adjectives 3,טהורים
Adjectives 3,עמוקים
Adjectives 3,הראשי
Adjectives 3,מוכנה
Adjectives 3,תרבותיים
Adjectives 3,טהור
Adjectives 3,מדהים
Adjectives 3,תרבותי
Adjectives 3,מוכנים
Dates and Time,למסיבה
Adjectives 3,מסורתיים
Adjectives 3,מודרני
Adjectives 3,חכם
Adjectives 3,מודרנית
Adjectives 3,חכמה
Adjectives 3,היסטורי
Adjectives 3,מטומטמת
Adjectives 3,מטומטם
Adjectives 3,חכמים
Adjectives 3,טיפש
Adjectives 3,המסורתית
Adjectives 3,ההיסטורי
Adjectives 3,טיפשים
Adjectives 3,המכוערים
Adjectives 3,מודרניים
Adjectives 3,מכוערת
Objects,המטרייה
Objects,המכתבים
Objects,הגלגל
Objects,המכתב
Objects,הפעמון
Objects,בבריכה
Objects,שהבריכה
Objects,המספריים
Objects,גלגלים
Objects,מטרייה
Objects,לבריכה
Adjectives 3,סופית
Adjectives 3,הסופי
Adjectives 3,מיידית
Adjectives 3,שלם
Adjectives 3,היחיד
Adjectives 3,סופי
Adjectives 3,מיידי
Adjectives 3,היחידה
Adjectives 3,זמין
Adjectives 3,פופולרי
Adjectives 3,זמינה
Adjectives 3,הרשמי
Adjectives 3,רשמית
Verbs: Past Active 1,היה לךָ
Verbs: Past Active 1,היה להם
Clothing,תחפושת
Travel,מפה
Objects,מהמסך
Objects,קופסה
Objects,המסך
Objects,מסך
Objects,תיק
Objects,התיק
Objects,הסבון
Objects,טלפונים
Objects,בטלפון
Objects,סבון
Objects,הקופסה
Objects,טלפון
Objects,המצעים
Objects,מצעים
Adjectives 3,נדירים
Adjectives 3,שונים
Adjectives 3,חוקי
Adjectives 3,ימני
Adjectives 3,שהכלב
Adjectives 3,מקומית
Adjectives 3,ימנית
Adjectives 3,המקומית
Adjectives 3,שונֶה
Adjectives 3,משלי
Adjectives 3,מלך
Adjectives 3,נדירה
Adjectives 3,שמאלית
Adjectives 3,המקומי
Adjectives 3,משלנו
Adjectives 3,ימניים
Adjectives 3,שמאלי
Objects,הארנק
Objects,הסל
Objects,שעון היד
Objects,סל
Objects,שולחן העבודה
Objects,הסוללה
Objects,שזאת
Objects,הטלפון הנייד
Objects,שולחן עבודה
Objects,ארנק
Objects,שעון יד
Objects,רדיו
Objects,הטלוויזיה
Objects,עלון
Objects,העלון
Objects,מגזין
Objects,מחשב
Objects,חפצים
Objects,לרדיו
Objects,השעון
Objects,שעון
Objects,מגזינים
Objects,חפץ
Objects,המחשב
Objects,החפץ
Verbs: Past Active 1,הבינו
Verbs: Past Active 1,הבין
Verbs: Past Active 1,היו לכם
Verbs: Past Active 1,הציעו
